number	source	itemNum	status	優先順位	day	Part	word	tittle	audioFile	pronunciation	meaning	audioPath	exampleFile	example
37	キクタンTOEIC TEST SCORE 990	0037	微妙	名詞：超必修240	3	7	waste	浪費する、むだにする、逸する、(…に)浪費する、荒廃させる、消耗させる、すり切れさせる/?廃棄物　?（～の）浪費（of ～）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\waste.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\pronunciation\waste.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\meaning\waste.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\sentence\waste.mp3	"nuclear waste（核廃棄物）
a waste of time [money, energy]（時間［金、エネルギー］の浪費）
The factory generates more than 1,000 tons of industrial waste each year.（その工場は毎年1000トンを超える産業廃棄物を出している）"
38	キクタンTOEIC TEST SCORE 990	0038	微妙	名詞：超必修240	3	1	commuter	通勤者	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\commuter.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\pronunciation\commuter.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\meaning\commuter.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\sentence\commuter.mp3	"rush-hour commuters（ラッシュアワーの通勤者）
a commuter train（通勤電車）
The train is packed with commuters.（列車は通勤者ですし詰めになっている）"
39	キクタンTOEIC TEST SCORE 990	0039	覚えていない	名詞：超必修240	3	7	flier	ちらし、ビラ	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\flier.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\pronunciation\flier.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\meaning\flier.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\sentence\flier.mp3	"a flier for the concert（そのコンサートのちらし）
an election flier（選挙ちらし）
The flier says the sale is from May 27 to 31.（そのちらしには、セールは5月27日から31日までと書かれている）"
40	キクタンTOEIC TEST SCORE 990	0040	覚えた	名詞：超必修240	3	4	contractor	請負業者、契約業者	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\contractor.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\pronunciation\contractor.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\meaning\contractor.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\sentence\contractor.mp3	"a general contractor（総合建設請負業者、ゼネコン）
Seven contractors bid for the project.（建設業者7社がそのプロジェクトに入札した）"
41	キクタンTOEIC TEST SCORE 990	0041	覚えた	名詞：超必修240	3	4	retailer	小売業者	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\retailer.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\pronunciation\retailer.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\meaning\retailer.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\sentence\retailer.mp3	"a clothing retailer（衣料品小売業者）
The company is the second largest retailer of electronics in the US.（その会社はアメリカで2番目に大きい電子機器の小売業者だ）"
42	キクタンTOEIC TEST SCORE 990	0042	微妙	名詞：超必修240	3	7	workforce	従業員、労働力	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\workforce.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\pronunciation\workforce.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\meaning\workforce.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\sentence\workforce.mp3	"a company with a workforce of more than 1,000（全従業員1000人
以上の会社）
The automaker will reduce its workforce by 10 percent.（その自動車メーカーは従業員を10パーセント削減する予定だ）"
43	キクタンTOEIC TEST SCORE 990	0043		名詞：超必修240	3	7	premium	"?保険料　?割増金、プレミアム　 ?ハイオクガソリン
?高級な　?プレミアのついた"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\premium.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\pronunciation\premium.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\meaning\premium.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\sentence\premium.mp3	
44	キクタンTOEIC TEST SCORE 990	0044	微妙	名詞：超必修240	3	"3,7"	applicant	応募者	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\applicant.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\pronunciation\applicant.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\meaning\applicant.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\sentence\applicant.mp3	"applicants for scholarships（奨学金の志願者）
job applicants（求職者）
There are more than 100 applicants for the job.（その仕事には100人を超える志願者がいる）"
45	キクタンTOEIC TEST SCORE 990	0045	覚えていない	名詞：超必修240	3	7	discretion	裁量の自由、分別	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\discretion.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\pronunciation\discretion.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\meaning\discretion.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\sentence\discretion.mp3	"at the discretion of ～（～の裁量［判断］で）
act with discretion（慎重に行動する）
The decision was left to the CEO's discretion.（決断はCEOの裁量に委ねられた）"
46	キクタンTOEIC TEST SCORE 990	0046	覚えていない	名詞：超必修240	3	"4,5,7"	entrepreneur	起業家、事業家	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\entrepreneur.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\pronunciation\entrepreneur.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\meaning\entrepreneur.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\sentence\entrepreneur.mp3	"a talented entrepreneur（有能な起業家）
Bill Gates is one of the most successful entrepreneurs.（ビル・ゲイツは最も成功した起業家の1人だ）"
47	キクタンTOEIC TEST SCORE 990	0047	覚えた	名詞：超必修240	3	1	vendor	"供給メーカー, 業者、露天商、販売店"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\vendor.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\pronunciation\vendor.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\meaning\vendor.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\sentence\vendor.mp3	"a newspaper vendor（［露店の］新聞売り）
a street vendor（街頭の物売り）
The vendor is selling some vegetables.（露天商人は野菜を売っている）"
48	キクタンTOEIC TEST SCORE 990	0048	覚えた	名詞：超必修240	3	7	duplicate	複製する/複製の、二重の/コピー，複製（物）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\duplicate.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\pronunciation\duplicate.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\meaning\duplicate.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day3\sentence\duplicate.mp3	"a duplicate of the key（合い鍵）
in duplicate（［正副］2通に）
Applicants are advised to keep duplicates of their submissions.（応募者は提出物の写しを保管しておくよう求められている）"
49	キクタンTOEIC TEST SCORE 990	0049	覚えた	名詞：超必修240	4	4	shareholder	株主	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\shareholder.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pronunciation\shareholder.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\meaning\shareholder.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\sentence\shareholder.mp3	"a shareholders' meeting（株主総会）
A majority of shareholders approved a proposed takeover of the company.（株主の過半数がその会社の買収案を承認した）"
50	キクタンTOEIC TEST SCORE 990	0050	微妙	名詞：超必修240	4	"2,3"	souvenir	（～の）記念品、土産（of ～）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\souvenir.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pronunciation\souvenir.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\meaning\souvenir.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\sentence\souvenir.mp3	"a souvenir shop（土産物店）
What did you buy as a souvenir of your trip to Australia?（オーストラリア旅行の記念品に何を買いましたか?）"
51	キクタンTOEIC TEST SCORE 990	0051	微妙	名詞：超必修240	4	"5,6"	tuition	授業料、授業	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\tuition.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pronunciation\tuition.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\meaning\tuition.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\sentence\tuition.mp3	"tuition increases（授業料の値上げ）
private tuition（個人指導）
Tuition for the private school is $12,500 per year.（その私立学校の授業料は年間1万2500ドルだ）"
52	キクタンTOEIC TEST SCORE 990	0052	微妙	名詞：超必修240	4	7	amenity	便利な設備［施設］	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\amenity.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pronunciation\amenity.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\meaning\amenity.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\sentence\amenity.mp3	"shopping amenities（ショッピング施設）
The hotel has numerous amenities including a heated indoor pool and fitness center.（そのホテルには、屋内温水プールやフィットネスセンターを含む多くの便利な設備がある）"
53	キクタンTOEIC TEST SCORE 990	0053	覚えていない	名詞：超必修240	4	7	contingency	(予測できない)事態	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\contingency.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pronunciation\contingency.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\meaning\contingency.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\sentence\contingency.mp3	"We should be prepared for any contingency. 我々はどのような不測の事態にも備えておくべきだ。
contingency plans（非常事態計画）
We have to be prepared to deal with contingencies.（私たちは不慮の事故に対処する用意ができていなければならない）"
54	キクタンTOEIC TEST SCORE 990	0054	微妙	名詞：超必修240	4	7	periodical	定期的に	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\periodical.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pronunciation\periodical.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\meaning\periodical.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\sentence\periodical.mp3	"a monthly [quarterly] periodical（月刊［季刊］の定期刊行物、月刊［季刊］誌）
The library subscribes to approximately 200 periodicals.（その図書館はおよそ200の定期刊行物を購入している）"
55	キクタンTOEIC TEST SCORE 990	0055	微妙	名詞：超必修240	4	4	voucher	引換券、割引券	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\voucher.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pronunciation\voucher.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\meaning\voucher.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\sentence\voucher.mp3	"a breakfast [gift] voucher（朝食［ギフト］券）
 The voucher is only valid for six months from the date of issue.（その商品引換券は発行日から6カ月のみ有効だ）"
56	キクタンTOEIC TEST SCORE 990	0056	覚えた	名詞：超必修240	4	7	enrollment	記載、登録、入学、入隊、登録者数	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\enrollment.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pronunciation\enrollment.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\meaning\enrollment.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\sentence\enrollment.mp3	"Our school has an enrollment of 3000 students. わが校の登録学生数は 3 千人です.
a drop in enrollment（入学者数の減少）
an enrollment fee（入学金）
The university intends to increase its enrollment of international students.（その大学は外国人留学生の入学者数を増やすつもり
だ）"
57	キクタンTOEIC TEST SCORE 990	0057	微妙	名詞：超必修240	4	"2,3"	pharmacist	薬剤師	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pharmacist.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pronunciation\pharmacist.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\meaning\pharmacist.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\sentence\pharmacist.mp3	"a pharmacist's office（薬局）
My goal is to become a pharmacist.（私の目標は薬剤師になることだ）"
58	キクタンTOEIC TEST SCORE 990	0058	微妙	名詞：超必修240	4	1	wheelbarrow	手押し車	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\wheelbarrow.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pronunciation\wheelbarrow.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\meaning\wheelbarrow.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\sentence\wheelbarrow.mp3	"carry sand in a wheelbarrow（手押し車で砂を運ぶ）
The man is pushing a wheelbarrow.（男性は手押し車を押している）"
59	キクタンTOEIC TEST SCORE 990	0059	微妙	名詞：超必修240	4	"5,6"	correspondence	（～との）通信、文通（with ～）、（集合的に）通信文、往復書簡	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\correspondence.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pronunciation\correspondence.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\meaning\correspondence.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\sentence\correspondence.mp3	"study by correspondence（通信教育で勉強する）
commercial correspondence（商業通信文）
I have been keeping a regular correspondence with him for several years.（私は彼との定期的な文通を数年間続けている）"
60	キクタンTOEIC TEST SCORE 990	0060	微妙	名詞：超必修240	4	"2,3"	feedback	フィードバック、反応	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\feedback.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\pronunciation\feedback.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\meaning\feedback.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio01\Chapter1\day4\sentence\feedback.mp3	"feedback from customers on the new product（新製品についての客の反応）
Feedback from the participants on the event was positive.（そのイベントに関する参加者たちの反応はよかった）"
